"stock_id","store_id","product_id","quantity","last_stocked_date"
"S3904","4","P794",95,"2023-06-13"
"S3905","5","P794",871,"2023-07-01"
"S3906","1","P202",707,"2023-12-21"
"S3907","2","P202",600,"2024-09-26"
"S3908","3","P202",971,"2024-02-19"
"S3909","4","P202",19,"2024-09-29"
"S3910","5","P202",393,"2023-06-16"
"S3911","1","P795",463,"2024-11-09"
"S3912","2","P795",660,"2024-11-05"
"S3913","3","P795",710,"2024-08-06"
"S3914","4","P795",872,"2023-11-11"
"S3915","5","P795",164,"2024-01-26"
"S3916","1","P374",31,"2023-05-14"
"S3917","2","P374",614,"2023-11-03"
"S3918","3","P374",469,"2024-06-01"
"S3919","4","P374",832,"2023-12-14"
"S3920","5","P374",287,"2024-09-01"
"S3921","1","P375",0,"2024-03-13"
"S3922","2","P375",609,"2024-07-27"
"S3923","3","P375",702,"2024-06-02"
"S3924","4","P375",504,"2024-07-15"
"S3925","5","P375",767,"2023-08-31"
"S3926","1","P456",275,"2023-07-09"
"S3927","2","P456",390,"2024-09-22"
"S3928","3","P456",561,"2024-10-01"
"S3929","4","P456",209,"2023-09-13"
"S3930","5","P456",665,"2024-08-02"
"S3931","1","P796",872,"2023-09-27"
"S3932","2","P796",806,"2024-01-12"
"S3933","3","P796",259,"2023-10-25"
"S3934","4","P796",361,"2024-01-10"
"S3935","5","P796",580,"2024-10-14"
"S3936","1","P377",705,"2024-07-09"
"S3937","2","P377",851,"2023-11-14"
"S3938","3","P377",477,"2024-07-23"
"S3939","4","P377",851,"2023-05-28"
"S3940","5","P377",870,"2023-12-21"
"S3941","1","P797",692,"2024-05-31"
"S3942","2","P797",111,"2023-06-09"
"S3943","3","P797",906,"2024-08-13"
"S3944","4","P797",79,"2023-08-16"
"S3945","5","P797",792,"2024-06-13"
"S3946","1","P460",975,"2024-07-09"
"S3947","2","P460",994,"2024-03-08"
"S3948","3","P460",259,"2023-06-10"
"S3949","4","P460",714,"2024-04-28"
"S3950","5","P460",998,"2023-12-11"
"S3951","1","P798",870,"2024-02-29"
"S3952","2","P798",426,"2024-05-21"
"S3953","3","P798",752,"2024-05-21"
"S3954","4","P798",199,"2023-07-27"
"S3955","5","P798",22,"2024-04-27"
"S3956","1","P384",966,"2023-05-04"
"S3957","2","P384",868,"2024-02-03"
"S3958","3","P384",392,"2024-03-25"
"S3959","4","P384",769,"2023-08-12"
"S3960","5","P384",369,"2023-08-31"
"S3961","1","P454",543,"2023-08-03"
"S3962","2","P454",803,"2024-07-18"
"S3963","3","P454",575,"2024-06-05"
"S3964","4","P454",65,"2024-11-05"
"S3965","5","P454",35,"2023-10-06"
"S3966","1","P799",691,"2024-02-18"
"S3967","2","P799",188,"2024-08-17"
"S3968","3","P799",92,"2023-09-26"
"S3969","4","P799",949,"2024-04-15"
"S3970","5","P799",63,"2024-06-02"
"S3971","1","P203",596,"2024-05-29"
"S3972","2","P203",348,"2023-10-10"
"S3973","3","P203",443,"2023-12-20"
"S3974","4","P203",722,"2023-11-29"
"S3975","5","P203",478,"2024-08-31"
"S3976","1","P385",776,"2023-12-16"
"S3977","2","P385",427,"2024-04-23"
"S3978","3","P385",935,"2024-06-30"
"S3979","4","P385",26,"2024-10-21"
"S3980","5","P385",632,"2023-05-05"
"S3981","1","P40",11,"2024-01-07"
"S3982","2","P40",996,"2023-10-01"
"S3983","3","P40",512,"2023-09-05"
"S3984","4","P40",735,"2024-07-19"
"S3985","5","P40",833,"2023-12-12"
"S3986","1","P800",868,"2024-05-02"
"S3987","2","P800",180,"2023-10-20"
"S3988","3","P800",881,"2023-08-08"
"S3989","4","P800",638,"2024-04-09"
"S3990","5","P800",941,"2024-10-31"
"S3991","1","P801",758,"2024-01-15"
"S3992","2","P801",981,"2023-05-25"
"S3993","3","P801",154,"2023-11-24"
"S3994","4","P801",837,"2024-03-27"
"S3995","5","P801",32,"2023-08-07"
"S3996","1","P462",365,"2024-02-26"
"S3997","2","P462",690,"2024-06-06"
"S3998","3","P462",421,"2023-06-06"
"S3999","4","P462",802,"2024-06-03"
"S4000","5","P462",662,"2024-11-06"
"S4001","1","P464",532,"2024-07-23"
"S4002","2","P464",797,"2024-09-30"
"S4003","3","P464",333,"2023-08-13"
"S4004","4","P464",186,"2024-04-25"
"S4005","5","P464",555,"2024-10-01"
"S4006","1","P802",18,"2024-08-20"
"S4007","2","P802",693,"2023-08-12"
"S4008","3","P802",53,"2024-01-15"
"S4009","4","P802",339,"2024-04-04"
"S4010","5","P802",941,"2024-01-29"
"S4011","1","P41",949,"2024-08-29"
"S4012","2","P41",357,"2024-08-02"
"S4013","3","P41",259,"2023-08-12"
"S4014","4","P41",114,"2024-07-15"
"S4015","5","P41",27,"2024-11-07"
"S4016","1","P803",56,"2023-12-04"
"S4017","2","P803",42,"2024-06-02"
"S4018","3","P803",421,"2023-12-12"
"S4019","4","P803",410,"2023-06-05"
"S4020","5","P803",291,"2024-08-06"
"S4021","1","P804",890,"2023-06-24"
"S4022","2","P804",746,"2024-01-07"
"S4023","3","P804",636,"2024-10-13"
"S4024","4","P804",317,"2023-09-14"
"S4025","5","P804",141,"2024-10-07"
"S4026","1","P466",207,"2024-04-10"
"S4027","2","P466",193,"2024-02-07"
"S4028","3","P466",849,"2024-06-28"
"S4029","4","P466",596,"2024-10-16"
"S4030","5","P466",203,"2023-10-07"
"S4031","1","P805",593,"2024-07-26"
"S4032","2","P805",856,"2024-10-10"
"S4033","3","P805",943,"2024-10-27"
"S4034","4","P805",36,"2024-01-28"
"S4035","5","P805",209,"2023-07-18"
"S4036","1","P469",60,"2024-01-01"
"S4037","2","P469",422,"2023-06-07"
"S4038","3","P469",388,"2024-08-29"
"S4039","4","P469",960,"2023-05-18"
"S4040","5","P469",488,"2023-05-01"
"S4041","1","P806",530,"2024-09-13"
"S4042","2","P806",208,"2023-05-30"
"S4043","3","P806",654,"2024-07-26"
"S4044","4","P806",313,"2024-08-18"
"S4045","5","P806",257,"2023-11-21"
"S4046","1","P42",50,"2023-09-14"
"S4047","2","P42",152,"2023-09-18"
"S4048","3","P42",475,"2023-09-09"
"S4049","4","P42",869,"2024-07-31"
"S4050","5","P42",475,"2024-07-03"
"S4051","1","P807",868,"2024-01-11"
"S4052","2","P807",356,"2023-08-16"
"S4053","3","P807",815,"2023-12-21"
"S4054","4","P807",91,"2024-03-12"
"S4055","5","P807",348,"2023-06-23"
"S4056","1","P808",309,"2023-10-02"
"S4057","2","P808",192,"2024-11-03"
"S4058","3","P808",222,"2024-09-23"
"S4059","4","P808",123,"2024-02-01"
"S4060","5","P808",692,"2023-12-13"
"S4061","1","P43",13,"2024-01-13"
"S4062","2","P43",909,"2023-06-09"
"S4063","3","P43",576,"2024-09-16"
"S4064","4","P43",500,"2023-10-03"
"S4065","5","P43",600,"2023-08-26"
"S4066","1","P471",320,"2023-05-26"
"S4067","2","P471",194,"2024-04-15"
"S4068","3","P471",47,"2024-03-16"
"S4069","4","P471",37,"2024-04-14"
"S4070","5","P471",260,"2023-07-19"
"S4071","1","P809",503,"2024-09-27"
"S4072","2","P809",502,"2024-05-13"
"S4073","3","P809",684,"2024-03-09"
"S4074","4","P809",72,"2024-03-31"
"S4075","5","P809",815,"2024-02-27"
"S4076","1","P810",92,"2024-02-03"
"S4077","2","P810",88,"2023-05-27"
"S4078","3","P810",721,"2024-11-14"
"S4079","4","P810",679,"2023-11-23"
"S4080","5","P810",214,"2024-09-03"
"S4081","1","P205",122,"2023-12-06"
"S4082","2","P205",801,"2023-10-20"
"S4083","3","P205",808,"2023-08-29"
"S4084","4","P205",311,"2024-02-01"
"S4085","5","P205",837,"2024-02-07"
"S4086","1","P811",105,"2023-12-28"
"S4087","2","P811",106,"2024-09-28"
"S4088","3","P811",200,"2024-08-06"
"S4089","4","P811",632,"2024-10-22"
"S4090","5","P811",542,"2024-07-26"
"S4091","1","P475",770,"2023-08-30"
"S4092","2","P475",130,"2023-10-23"
"S4093","3","P475",973,"2023-11-17"
"S4094","4","P475",451,"2024-01-22"
"S4095","5","P475",101,"2024-02-17"
"S4096","1","P812",541,"2024-01-09"
"S4097","2","P812",232,"2024-05-08"
"S4098","3","P812",617,"2024-10-14"
"S4099","4","P812",843,"2023-12-10"
"S4100","5","P812",833,"2024-09-20"
"S4101","1","P397",116,"2024-11-13"
"S4102","2","P397",87,"2023-12-14"
"S4103","3","P397",686,"2023-09-17"
"S4104","4","P397",135,"2023-05-03"
"S4105","5","P397",51,"2024-09-24"
"S4106","1","P813",608,"2024-07-10"
"S4107","2","P813",855,"2024-10-27"
"S4108","3","P813",908,"2024-03-29"
"S4109","4","P813",39,"2024-03-15"
"S4110","5","P813",141,"2023-11-11"
"S4111","1","P814",757,"2024-03-03"
"S4112","2","P814",537,"2024-04-03"
"S4113","3","P814",387,"2024-04-21"
"S4114","4","P814",306,"2023-07-08"
"S4115","5","P814",494,"2023-07-23"
"S4116","1","P815",442,"2024-05-23"
"S4117","2","P815",723,"2023-06-20"
"S4118","3","P815",782,"2024-07-26"
"S4119","4","P815",501,"2023-10-22"
"S4120","5","P815",147,"2024-10-11"
"S4121","1","P816",131,"2023-08-11"
"S4122","2","P816",10,"2023-06-18"
"S4123","3","P816",60,"2023-08-04"
"S4124","4","P816",49,"2024-06-20"
"S4125","5","P816",197,"2024-04-13"
"S4126","1","P476",197,"2024-04-02"
"S4127","2","P476",287,"2023-12-01"
"S4128","3","P476",13,"2024-10-06"
"S4129","4","P476",675,"2024-10-08"
"S4130","5","P476",354,"2024-02-06"
"S4131","1","P817",829,"2024-03-23"
"S4132","2","P817",492,"2024-08-11"
"S4133","3","P817",325,"2024-11-05"
"S4134","4","P817",722,"2024-10-22"
"S4135","5","P817",968,"2023-07-09"
"S4136","1","P479",702,"2023-08-20"
"S4137","2","P479",612,"2024-09-04"
"S4138","3","P479",575,"2023-10-22"
"S4139","4","P479",72,"2023-12-01"
"S4140","5","P479",927,"2024-02-19"
"S4141","1","P818",428,"2023-07-12"
"S4142","2","P818",373,"2024-08-05"
"S4143","3","P818",675,"2024-02-25"
"S4144","4","P818",123,"2023-10-08"
"S4145","5","P818",632,"2024-11-09"
"S4146","1","P819",100,"2023-05-28"
"S4147","2","P819",455,"2024-03-17"
"S4148","3","P819",342,"2024-04-02"
"S4149","4","P819",926,"2024-02-07"
"S4150","5","P819",345,"2024-06-06"
"S4151","1","P820",229,"2024-04-23"
"S4152","2","P820",311,"2024-05-01"
"S4153","3","P820",901,"2024-09-23"
"S4154","4","P820",900,"2023-10-22"
"S4155","5","P820",64,"2024-09-01"
"S4156","1","P821",32,"2023-06-05"
"S4157","2","P821",661,"2024-04-01"
"S4158","3","P821",1000,"2024-07-12"
"S4159","4","P821",38,"2024-07-31"
"S4160","5","P821",311,"2024-03-03"
"S4161","1","P822",749,"2023-08-30"
"S4162","2","P822",950,"2024-01-21"
"S4163","3","P822",601,"2024-02-06"
"S4164","4","P822",705,"2023-07-13"
"S4165","5","P822",943,"2023-11-04"
"S4166","1","P823",327,"2023-11-25"
"S4167","2","P823",458,"2024-11-14"
"S4168","3","P823",744,"2024-03-25"
"S4169","4","P823",23,"2024-05-10"
"S4170","5","P823",900,"2024-08-04"
"S4171","1","P824",281,"2024-07-14"
"S4172","2","P824",401,"2023-09-18"
"S4173","3","P824",722,"2024-06-12"
"S4174","4","P824",482,"2023-11-13"
"S4175","5","P824",948,"2024-04-29"
"S4176","1","P825",417,"2024-06-15"
"S4177","2","P825",452,"2024-09-01"
"S4178","3","P825",578,"2024-07-23"
"S4179","4","P825",512,"2024-10-29"
"S4180","5","P825",357,"2024-07-14"
"S4181","1","P826",372,"2024-05-05"
"S4182","2","P826",64,"2024-10-23"
"S4183","3","P826",556,"2024-02-16"
"S4184","4","P826",683,"2024-02-20"
"S4185","5","P826",798,"2023-10-22"
"S4186","1","P404",521,"2024-08-15"
"S4187","2","P404",597,"2024-07-23"
"S4188","3","P404",37,"2023-09-07"
"S4189","4","P404",546,"2024-08-20"
"S4190","5","P404",512,"2023-05-15"
"S4191","1","P827",812,"2024-08-23"
"S4192","2","P827",876,"2024-06-03"
"S4193","3","P827",852,"2024-10-09"
"S4194","4","P827",326,"2024-05-22"
"S4195","5","P827",52,"2024-06-15"
"S4196","1","P828",898,"2023-10-07"
"S4197","2","P828",57,"2024-06-22"
"S4198","3","P828",521,"2024-01-30"
"S4199","4","P828",723,"2024-05-21"
"S4200","5","P828",184,"2023-11-09"
"S4201","1","P829",321,"2024-04-11"
"S4202","2","P829",559,"2024-10-05"
"S4203","3","P829",375,"2024-07-16"
"S4204","4","P829",623,"2024-02-17"
"S4205","5","P829",2,"2024-05-18"
"S4206","1","P830",923,"2023-06-15"
"S4207","2","P830",461,"2024-06-06"
"S4208","3","P830",24,"2024-05-21"
"S4209","4","P830",575,"2024-06-02"
"S4210","5","P830",543,"2024-10-11"
"S4211","1","P831",186,"2023-08-17"
"S4212","2","P831",800,"2023-07-03"
"S4213","3","P831",758,"2023-09-21"
"S4214","4","P831",129,"2023-07-26"
"S4215","5","P831",533,"2023-05-11"
"S4216","1","P832",117,"2024-03-23"
"S4217","2","P832",524,"2024-07-31"
"S4218","3","P832",837,"2024-04-15"
"S4219","4","P832",355,"2023-09-06"
"S4220","5","P832",72,"2023-07-11"
"S4221","1","P833",333,"2024-11-04"
"S4222","2","P833",294,"2024-10-16"
"S4223","3","P833",22,"2023-10-16"
"S4224","4","P833",189,"2024-11-08"
"S4225","5","P833",253,"2024-05-03"
"S4226","1","P834",230,"2023-10-19"
"S4227","2","P834",299,"2024-10-04"
"S4228","3","P834",735,"2023-11-22"
"S4229","4","P834",764,"2024-07-27"
"S4230","5","P834",755,"2023-07-26"
"S4231","1","P835",395,"2023-11-27"
"S4232","2","P835",839,"2024-03-06"
"S4233","3","P835",755,"2023-11-23"
"S4234","4","P835",724,"2023-11-14"
"S4235","5","P835",404,"2023-08-15"
"S4236","1","P62",509,"2024-05-04"
"S4237","2","P62",195,"2024-08-02"
"S4238","3","P62",10,"2024-02-16"
"S4239","4","P62",22,"2024-08-18"
"S4240","5","P62",949,"2023-10-01"
"S4241","1","P836",417,"2024-09-06"
"S4242","2","P836",369,"2024-03-02"
"S4243","3","P836",229,"2023-11-02"
"S4244","4","P836",676,"2023-12-03"
"S4245","5","P836",780,"2023-07-25"
"S4246","1","P837",733,"2024-08-19"
"S4247","2","P837",432,"2023-10-04"
"S4248","3","P837",885,"2023-09-30"
"S4249","4","P837",259,"2024-05-30"
"S4250","5","P837",178,"2023-10-03"
"S4251","1","P838",36,"2024-01-11"
"S4252","2","P838",573,"2023-12-27"
"S4253","3","P838",865,"2024-07-09"
"S4254","4","P838",90,"2024-04-07"
"S4255","5","P838",207,"2023-12-28"
"S4256","1","P839",924,"2024-11-07"
"S4257","2","P839",886,"2024-04-13"
"S4258","3","P839",363,"2024-08-08"
"S4259","4","P839",912,"2024-02-25"
"S4260","5","P839",106,"2024-11-05"
"S4261","1","P840",761,"2023-11-02"
"S4262","2","P840",458,"2023-12-27"
"S4263","3","P840",253,"2023-06-16"
"S4264","4","P840",220,"2024-01-29"
"S4265","5","P840",702,"2024-08-07"
"S4266","1","P841",47,"2024-10-22"
"S4267","2","P841",932,"2023-07-30"
"S4268","3","P841",443,"2023-06-28"
"S4269","4","P841",807,"2024-01-19"
"S4270","5","P841",388,"2024-09-06"
"S4271","1","P495",268,"2024-09-24"
"S4272","2","P495",80,"2023-10-13"
"S4273","3","P495",22,"2024-08-01"
"S4274","4","P495",851,"2023-07-15"
"S4275","5","P495",152,"2024-03-07"
"S4276","1","P842",266,"2023-09-20"
"S4277","2","P842",376,"2024-04-26"
"S4278","3","P842",146,"2023-05-08"
"S4279","4","P842",515,"2023-10-21"
"S4280","5","P842",954,"2023-08-02"
"S4281","1","P843",825,"2023-10-05"
"S4282","2","P843",165,"2024-05-10"
"S4283","3","P843",686,"2024-08-29"
"S4284","4","P843",30,"2023-09-01"
"S4285","5","P843",105,"2023-08-16"
"S4286","1","P844",268,"2024-06-28"
"S4287","2","P844",999,"2024-10-30"
"S4288","3","P844",973,"2023-11-23"
"S4289","4","P844",391,"2024-07-04"
"S4290","5","P844",682,"2024-07-29"
"S4291","1","P845",383,"2024-06-18"
"S4292","2","P845",28,"2023-08-03"
"S4293","3","P845",941,"2024-08-26"
"S4294","4","P845",933,"2023-12-17"
"S4295","5","P845",756,"2024-04-01"
"S4296","1","P846",92,"2024-09-28"
"S4297","2","P846",383,"2023-08-24"
"S4298","3","P846",908,"2024-09-01"
"S4299","4","P846",953,"2024-06-29"
"S4300","5","P846",484,"2024-01-30"
"S4301","1","P847",875,"2023-05-26"
"S4302","2","P847",716,"2024-01-14"
"S4303","3","P847",320,"2024-10-24"
"S4304","4","P847",735,"2024-01-23"
"S4305","5","P847",531,"2023-06-13"
"S4306","1","P848",167,"2023-06-09"
"S4307","2","P848",579,"2024-07-11"
"S4308","3","P848",567,"2023-05-26"
"S4309","4","P848",124,"2023-11-10"
"S4310","5","P848",544,"2024-05-08"
"S4311","1","P849",992,"2023-09-16"
"S4312","2","P849",858,"2024-07-13"
"S4313","3","P849",413,"2023-10-03"
"S4314","4","P849",634,"2023-12-18"
"S4315","5","P849",109,"2023-05-18"
"S4316","1","P850",955,"2024-11-05"
"S4317","2","P850",95,"2023-07-07"
"S4318","3","P850",257,"2024-03-06"
"S4319","4","P850",646,"2024-03-24"
"S4320","5","P850",870,"2024-10-03"
"S4321","1","P851",937,"2023-08-05"
"S4322","2","P851",285,"2023-08-29"
"S4323","3","P851",83,"2023-10-14"
"S4324","4","P851",882,"2024-07-18"
"S4325","5","P851",905,"2023-09-03"
"S4326","1","P417",448,"2024-09-07"
"S4327","2","P417",834,"2023-12-02"
"S4328","3","P417",947,"2023-06-15"
"S4329","4","P417",293,"2024-08-10"
"S4330","5","P417",397,"2023-10-23"
"S4331","1","P852",280,"2024-03-30"
"S4332","2","P852",801,"2023-05-23"
"S4333","3","P852",756,"2024-02-19"
"S4334","4","P852",971,"2023-09-12"
"S4335","5","P852",43,"2023-11-25"
"S4336","1","P853",310,"2023-10-15"
"S4337","2","P853",82,"2023-10-05"
"S4338","3","P853",685,"2023-12-09"
"S4339","4","P853",101,"2024-07-09"
"S4340","5","P853",636,"2023-10-14"
"S4341","1","P854",81,"2024-05-20"
"S4342","2","P854",481,"2024-06-16"
"S4343","3","P854",748,"2024-02-21"
"S4344","4","P854",558,"2024-01-05"
"S4345","5","P854",239,"2023-10-03"
"S4346","1","P855",276,"2024-07-02"
"S4347","2","P855",982,"2024-03-29"
"S4348","3","P855",441,"2023-09-10"
"S4349","4","P855",0,"2024-06-11"
"S4350","5","P855",192,"2024-07-26"
"S4351","1","P856",735,"2024-03-06"
"S4352","2","P856",311,"2023-09-07"
"S4353","3","P856",961,"2024-03-01"
"S4354","4","P856",552,"2023-09-04"
"S4355","5","P856",661,"2023-12-15"
"S4356","1","P857",89,"2023-12-16"
"S4357","2","P857",376,"2023-08-11"
"S4358","3","P857",554,"2024-06-07"
"S4359","4","P857",972,"2023-10-03"
"S4360","5","P857",608,"2024-09-25"
"S4361","1","P858",245,"2024-08-22"
"S4362","2","P858",573,"2024-06-13"
"S4363","3","P858",760,"2023-12-24"
"S4364","4","P858",600,"2024-06-26"
"S4365","5","P858",386,"2024-08-26"
"S4366","1","P859",250,"2024-09-17"
"S4367","2","P859",162,"2024-01-28"
"S4368","3","P859",831,"2024-10-13"
"S4369","4","P859",460,"2024-07-08"
"S4370","5","P859",792,"2023-11-28"
"S4371","1","P99",511,"2024-05-02"
"S4372","2","P99",353,"2024-03-29"
"S4373","3","P99",479,"2023-10-13"
"S4374","4","P99",336,"2024-04-25"
"S4375","5","P99",204,"2023-06-28"
"S4376","1","P860",934,"2023-05-10"
"S4377","2","P860",712,"2023-08-30"
"S4378","3","P860",641,"2024-03-10"
"S4379","4","P860",395,"2024-05-23"
"S4380","5","P860",547,"2023-10-01"
"S4381","1","P861",472,"2023-06-27"
"S4382","2","P861",898,"2024-01-17"
"S4383","3","P861",273,"2023-10-10"
"S4384","4","P861",846,"2024-10-11"
"S4385","5","P861",90,"2024-06-06"
"S4386","1","P862",638,"2023-09-24"
"S4387","2","P862",532,"2023-08-10"
"S4388","3","P862",625,"2024-03-27"
"S4389","4","P862",930,"2024-06-22"
"S4390","5","P862",626,"2024-08-03"
"S4391","1","P863",42,"2024-11-13"
"S4392","2","P863",445,"2023-07-06"
"S4393","3","P863",917,"2024-06-01"
"S4394","4","P863",654,"2023-05-25"
"S4395","5","P863",498,"2023-07-21"
"S4396","1","P864",12,"2024-09-20"
"S4397","2","P864",952,"2024-06-02"
"S4398","3","P864",532,"2024-09-06"
"S4399","4","P864",794,"2023-06-03"
"S4400","5","P864",316,"2024-04-06"
"S4401","1","P112",970,"2024-03-15"
"S4402","2","P112",237,"2024-03-26"
"S4403","3","P112",435,"2023-05-23"
"S4404","4","P112",170,"2023-05-22"
"S4405","5","P112",529,"2023-12-16"
"S4406","1","P865",450,"2023-08-15"
"S4407","2","P865",264,"2024-03-01"
"S4408","3","P865",99,"2023-11-20"
"S4409","4","P865",258,"2024-09-09"
"S4410","5","P865",593,"2023-06-24"
"S4411","1","P866",552,"2023-09-16"
"S4412","2","P866",139,"2023-07-27"
"S4413","3","P866",359,"2024-10-29"
"S4414","4","P866",100,"2023-07-19"
"S4415","5","P866",442,"2024-03-19"
"S4416","1","P867",356,"2024-05-23"
"S4417","2","P867",612,"2024-03-29"
"S4418","3","P867",9,"2023-11-21"
"S4419","4","P867",335,"2023-09-07"
"S4420","5","P867",458,"2024-10-24"
"S4421","1","P868",792,"2024-03-21"
"S4422","2","P868",667,"2024-04-05"
"S4423","3","P868",820,"2023-09-06"
"S4424","4","P868",655,"2023-11-26"
"S4425","5","P868",428,"2024-01-03"
"S4426","1","P869",484,"2023-05-03"
"S4427","2","P869",233,"2024-10-09"
"S4428","3","P869",815,"2023-05-22"
"S4429","4","P869",653,"2023-12-20"
"S4430","5","P869",683,"2023-08-11"
"S4431","1","P234",777,"2023-06-26"
"S4432","2","P234",363,"2024-09-09"
"S4433","3","P234",575,"2024-04-10"
"S4434","4","P234",177,"2024-11-08"
"S4435","5","P234",687,"2023-10-23"
"S4436","1","P870",294,"2023-07-12"
"S4437","2","P870",985,"2024-08-19"
"S4438","3","P870",98,"2023-10-29"
"S4439","4","P870",124,"2024-01-14"
"S4440","5","P870",304,"2024-06-11"
"S4441","1","P871",156,"2024-06-23"
"S4442","2","P871",528,"2023-06-04"
"S4443","3","P871",99,"2024-07-23"
"S4444","4","P871",381,"2024-09-19"
"S4445","5","P871",551,"2024-08-17"
"S4446","1","P872",789,"2024-01-31"
"S4447","2","P872",269,"2024-04-11"
"S4448","3","P872",699,"2023-11-25"
"S4449","4","P872",718,"2023-06-14"
"S4450","5","P872",886,"2024-11-11"
"S4451","1","P161",710,"2024-10-31"
"S4452","2","P161",284,"2024-01-20"
"S4453","3","P161",557,"2023-12-18"
"S4454","4","P161",91,"2023-10-09"
"S4455","5","P161",932,"2023-11-20"
"S4456","1","P543",92,"2023-10-29"
"S4457","2","P543",456,"2023-12-28"
"S4458","3","P543",715,"2024-09-20"
"S4459","4","P543",581,"2023-10-02"
"S4460","5","P543",615,"2024-06-18"
"S4461","1","P873",438,"2024-03-19"
"S4462","2","P873",97,"2024-04-11"
"S4463","3","P873",790,"2024-03-19"
"S4464","4","P873",735,"2023-05-31"
"S4465","5","P873",81,"2024-05-03"
"S4466","1","P874",596,"2024-07-08"
"S4467","2","P874",448,"2024-09-24"
"S4468","3","P874",230,"2023-08-18"
"S4469","4","P874",865,"2024-09-04"
"S4470","5","P874",350,"2023-10-05"
"S4471","1","P356",60,"2023-07-29"
"S4472","2","P356",521,"2024-10-12"
"S4473","3","P356",973,"2023-05-26"
"S4474","4","P356",407,"2024-02-19"
"S4475","5","P356",28,"2024-11-11"
"S4476","1","P357",770,"2024-06-30"
"S4477","2","P357",820,"2023-05-24"
"S4478","3","P357",794,"2023-09-06"
"S4479","4","P357",912,"2024-06-16"
"S4480","5","P357",240,"2024-08-24"
"S4481","1","P358",801,"2023-08-20"
"S4482","2","P358",501,"2023-09-20"
"S4483","3","P358",895,"2023-06-09"
"S4484","4","P358",738,"2023-05-19"
"S4485","5","P358",468,"2023-11-28"
"S4486","1","P361",596,"2024-09-22"
"S4487","2","P361",874,"2024-10-23"
"S4488","3","P361",873,"2023-06-30"
"S4489","4","P361",331,"2023-09-18"
"S4490","5","P361",14,"2023-12-24"
"S4491","1","P364",290,"2024-02-21"
"S4492","2","P364",47,"2024-08-02"
"S4493","3","P364",383,"2024-05-27"
"S4494","4","P364",258,"2024-08-26"
"S4495","5","P364",39,"2023-06-13"
"S4496","1","P366",602,"2023-07-11"
"S4497","2","P366",481,"2024-07-31"
"S4498","3","P366",523,"2024-04-12"
"S4499","4","P366",37,"2024-03-20"
"S4500","5","P366",358,"2023-12-21"
"S4501","1","P367",515,"2023-11-22"
"S4502","2","P367",189,"2024-10-26"
"S4503","3","P367",473,"2023-11-14"
"S4504","4","P367",657,"2023-12-18"
"S4505","5","P367",888,"2023-08-24"
"S4506","1","P368",310,"2023-07-14"
"S4507","2","P368",854,"2024-08-01"
"S4508","3","P368",676,"2023-08-25"
"S4509","4","P368",714,"2023-07-05"
"S4510","5","P368",457,"2023-11-11"
"S4511","1","P369",675,"2024-11-16"
"S4512","2","P369",324,"2023-06-06"
"S4513","3","P369",429,"2023-08-26"
"S4514","4","P369",268,"2024-09-28"
"S4515","5","P369",421,"2024-05-28"
"S4516","1","P370",632,"2024-08-05"
"S4517","2","P370",998,"2024-07-23"
"S4518","3","P370",102,"2023-08-26"
"S4519","4","P370",525,"2023-06-20"
"S4520","5","P370",577,"2024-05-05"
"S4521","1","P371",254,"2024-08-16"
"S4522","2","P371",489,"2023-05-26"
"S4523","3","P371",139,"2024-07-19"
"S4524","4","P371",741,"2023-11-16"
"S4525","5","P371",351,"2024-01-02"
"S4526","1","P372",760,"2023-11-03"
"S4527","2","P372",425,"2023-09-01"
"S4528","3","P372",787,"2024-02-05"
"S4529","4","P372",410,"2023-05-30"
"S4530","5","P372",637,"2024-04-08"
"S4531","1","P373",926,"2024-03-26"
"S4532","2","P373",670,"2024-01-22"
"S4533","3","P373",927,"2024-01-14"
"S4534","4","P373",651,"2023-07-06"
"S4535","5","P373",145,"2024-03-23"
"S4536","1","P374",370,"2024-05-15"
"S4537","2","P374",164,"2023-10-21"
"S4538","3","P374",160,"2023-07-03"
"S4539","4","P374",643,"2024-10-14"
"S4540","5","P374",645,"2024-07-13"
"S4541","1","P375",741,"2023-10-15"
"S4542","2","P375",682,"2024-02-06"
"S4543","3","P375",972,"2023-10-05"
"S4544","4","P375",22,"2023-09-20"
"S4545","5","P375",196,"2023-11-29"
"S4546","1","P376",368,"2024-01-06"
"S4547","2","P376",586,"2024-08-03"
"S4548","3","P376",94,"2023-08-14"
"S4549","4","P376",325,"2024-06-03"
"S4550","5","P376",358,"2024-11-12"
"S4551","1","P377",871,"2023-07-12"
"S4552","2","P377",30,"2023-10-27"
"S4553","3","P377",413,"2024-07-10"
"S4554","4","P377",418,"2024-03-20"
"S4555","5","P377",248,"2024-01-03"
"S4556","1","P379",523,"2023-09-18"
"S4557","2","P379",163,"2024-08-07"
"S4558","3","P379",734,"2024-10-11"
"S4559","4","P379",418,"2023-07-27"
"S4560","5","P379",287,"2024-06-28"
"S4561","1","P380",552,"2024-08-07"
"S4562","2","P380",81,"2024-05-15"
"S4563","3","P380",644,"2024-10-02"
"S4564","4","P380",965,"2023-11-26"
"S4565","5","P380",870,"2023-10-12"
"S4566","1","P382",151,"2023-07-14"
"S4567","2","P382",533,"2024-01-20"
"S4568","3","P382",817,"2024-02-03"
